country	continent	year
Italy	Europe	1957
Italy	Europe	1962
Italy	Europe	1967
Italy	Europe	1972
Italy	Europe	1977
Italy	Europe	1982
Italy	Europe	1987
Italy	Europe	1992
Italy	Europe	1997
Italy	Europe	2002
Italy	Europe	2007
Jamaica	Americas	1952
Jamaica	Americas	1957
Jamaica	Americas	1962
Jamaica	Americas	1967
Jamaica	Americas	1972
Jamaica	Americas	1977
Jamaica	Americas	1982
Jamaica	Americas	1987
Jamaica	Americas	1992
Jamaica	Americas	1997
Jamaica	Americas	2002
Jamaica	Americas	2007
Japan	Asia	1952
Japan	Asia	1957
Japan	Asia	1962
Japan	Asia	1967
Japan	Asia	1972
Japan	Asia	1977
Japan	Asia	1982
Japan	Asia	1987
Japan	Asia	1992
Japan	Asia	1997
Japan	Asia	2002
Japan	Asia	2007
Jordan	Asia	1952
Jordan	Asia	1957
Jordan	Asia	1962
Jordan	Asia	1967
Jordan	Asia	1972
Jordan	Asia	1977
Jordan	Asia	1982
Jordan	Asia	1987
Jordan	Asia	1992
Jordan	Asia	1997
Jordan	Asia	2002
Jordan	Asia	2007
Kenya	Africa	1952
Kenya	Africa	1957
Kenya	Africa	1962
Kenya	Africa	1967
Kenya	Africa	1972
Kenya	Africa	1977
Kenya	Africa	1982
Kenya	Africa	1987
Kenya	Africa	1992
Kenya	Africa	1997
Kenya	Africa	2002
Kenya	Africa	2007
Korea_Dem_Rep	Asia	1952
Korea_Dem_Rep	Asia	1957
Korea_Dem_Rep	Asia	1962
Korea_Dem_Rep	Asia	1967
Korea_Dem_Rep	Asia	1972
Korea_Dem_Rep	Asia	1977
Korea_Dem_Rep	Asia	1982
Korea_Dem_Rep	Asia	1987
Korea_Dem_Rep	Asia	1992
Korea_Dem_Rep	Asia	1997
Korea_Dem_Rep	Asia	2002
Korea_Dem_Rep	Asia	2007
Korea_Rep	Asia	1952
Korea_Rep	Asia	1957
Korea_Rep	Asia	1962
Korea_Rep	Asia	1967
Korea_Rep	Asia	1972
Korea_Rep	Asia	1977
Korea_Rep	Asia	1982
Korea_Rep	Asia	1987
Korea_Rep	Asia	1992
Korea_Rep	Asia	1997
Korea_Rep	Asia	2002
Korea_Rep	Asia	2007
Kuwait	Asia	1952
Kuwait	Asia	1957
Kuwait	Asia	1962
Kuwait	Asia	1967
Kuwait	Asia	1972
Kuwait	Asia	1977
Kuwait	Asia	1982
Kuwait	Asia	1987
Kuwait	Asia	1992
Kuwait	Asia	1997
Kuwait	Asia	2002
Kuwait	Asia	2007
Lebanon	Asia	1952
Lebanon	Asia	1957
Lebanon	Asia	1962
Lebanon	Asia	1967
Lebanon	Asia	1972
Lebanon	Asia	1977
Lebanon	Asia	1982
Lebanon	Asia	1987
Lebanon	Asia	1992
Lebanon	Asia	1997
Lebanon	Asia	2002
Lebanon	Asia	2007
Lesotho	Africa	1952
Lesotho	Africa	1957
Lesotho	Africa	1962
Lesotho	Africa	1967
Lesotho	Africa	1972
Lesotho	Africa	1977
Lesotho	Africa	1982
Lesotho	Africa	1987
Lesotho	Africa	1992
Lesotho	Africa	1997
Lesotho	Africa	2002
Lesotho	Africa	2007
Liberia	Africa	1952
Liberia	Africa	1957
Liberia	Africa	1962
Liberia	Africa	1967
Liberia	Africa	1972
Liberia	Africa	1977
Liberia	Africa	1982
Liberia	Africa	1987
Liberia	Africa	1992
Liberia	Africa	1997
Liberia	Africa	2002
Liberia	Africa	2007
Libya	Africa	1952
Libya	Africa	1957
Libya	Africa	1962
Libya	Africa	1967
Libya	Africa	1972
Libya	Africa	1977
Libya	Africa	1982
Libya	Africa	1987
Libya	Africa	1992
Libya	Africa	1997
Libya	Africa	2002
Libya	Africa	2007
Madagascar	Africa	1952
Madagascar	Africa	1957
Madagascar	Africa	1962
Madagascar	Africa	1967
Madagascar	Africa	1972
Madagascar	Africa	1977
Madagascar	Africa	1982
Madagascar	Africa	1987
Madagascar	Africa	1992
Madagascar	Africa	1997
Madagascar	Africa	2002
Madagascar	Africa	2007
Malawi	Africa	1952
Malawi	Africa	1957
Malawi	Africa	1962
Malawi	Africa	1967
Malawi	Africa	1972
Malawi	Africa	1977
Malawi	Africa	1982
Malawi	Africa	1987
Malawi	Africa	1992
Malawi	Africa	1997
Malawi	Africa	2002
Malawi	Africa	2007
Malaysia	Asia	1952
Malaysia	Asia	1957
Malaysia	Asia	1962
Malaysia	Asia	1967
Malaysia	Asia	1972
Malaysia	Asia	1977
Malaysia	Asia	1982
Malaysia	Asia	1987
Malaysia	Asia	1992
Malaysia	Asia	1997
Malaysia	Asia	2002
Malaysia	Asia	2007
Mali	Africa	1952
Mali	Africa	1957
Mali	Africa	1962
Mali	Africa	1967
Mali	Africa	1972
Mali	Africa	1977
Mali	Africa	1982
Mali	Africa	1987
Mali	Africa	1992
Mali	Africa	1997
Mali	Africa	2002
Mali	Africa	2007
Mauritania	Africa	1952
Mauritania	Africa	1957
Mauritania	Africa	1962
Mauritania	Africa	1967
Mauritania	Africa	1972
Mauritania	Africa	1977
Mauritania	Africa	1982
Mauritania	Africa	1987
Mauritania	Africa	1992
Mauritania	Africa	1997
Mauritania	Africa	2002
Mauritania	Africa	2007
Mauritius	Africa	1952
Mauritius	Africa	1957
Mauritius	Africa	1962
Mauritius	Africa	1967
Mauritius	Africa	1972
Mauritius	Africa	1977
Mauritius	Africa	1982
Mauritius	Africa	1987
Mauritius	Africa	1992
Mauritius	Africa	1997
Mauritius	Africa	2002
Mauritius	Africa	2007
Mexico	Americas	1952
Mexico	Americas	1957
Mexico	Americas	1962
Mexico	Americas	1967
Mexico	Americas	1972
Mexico	Americas	1977
Mexico	Americas	1982
Mexico	Americas	1987
Mexico	Americas	1992
Mexico	Americas	1997
Mexico	Americas	2002
Mexico	Americas	2007
Mongolia	Asia	1952
Mongolia	Asia	1957
Mongolia	Asia	1962
Mongolia	Asia	1967
Mongolia	Asia	1972
Mongolia	Asia	1977
Mongolia	Asia	1982
Mongolia	Asia	1987
Mongolia	Asia	1992
Mongolia	Asia	1997
Mongolia	Asia	2002
Mongolia	Asia	2007
Montenegro	Europe	1952
Montenegro	Europe	1957
Montenegro	Europe	1962
Montenegro	Europe	1967
Montenegro	Europe	1972
Montenegro	Europe	1977
Montenegro	Europe	1982
Montenegro	Europe	1987
Montenegro	Europe	1992
Montenegro	Europe	1997
Montenegro	Europe	2002
Montenegro	Europe	2007
Morocco	Africa	1952
Morocco	Africa	1957
Morocco	Africa	1962
Morocco	Africa	1967
Morocco	Africa	1972
Morocco	Africa	1977
Morocco	Africa	1982
Morocco	Africa	1987
Morocco	Africa	1992
Morocco	Africa	1997
Morocco	Africa	2002
Morocco	Africa	2007
Mozambique	Africa	1952
Mozambique	Africa	1957
Mozambique	Africa	1962
Mozambique	Africa	1967
Mozambique	Africa	1972
Mozambique	Africa	1977
Mozambique	Africa	1982
Mozambique	Africa	1987
Mozambique	Africa	1992
Mozambique	Africa	1997
Mozambique	Africa	2002
Mozambique	Africa	2007
Myanmar	Asia	1952
Myanmar	Asia	1957
Myanmar	Asia	1962
Myanmar	Asia	1967
Myanmar	Asia	1972
Myanmar	Asia	1977
Myanmar	Asia	1982
Myanmar	Asia	1987
Myanmar	Asia	1992
Myanmar	Asia	1997
Myanmar	Asia	2002
Myanmar	Asia	2007
Namibia	Africa	1952
Namibia	Africa	1957
Namibia	Africa	1962
Namibia	Africa	1967
Namibia	Africa	1972
Namibia	Africa	1977
Namibia	Africa	1982
Namibia	Africa	1987
Namibia	Africa	1992
Namibia	Africa	1997
Namibia	Africa	2002
Namibia	Africa	2007
Nepal	Asia	1952
Nepal	Asia	1957
Nepal	Asia	1962
Nepal	Asia	1967
Nepal	Asia	1972
Nepal	Asia	1977
Nepal	Asia	1982
Nepal	Asia	1987
Nepal	Asia	1992
Nepal	Asia	1997
Nepal	Asia	2002
Nepal	Asia	2007
Netherlands	Europe	1952
Netherlands	Europe	1957
Netherlands	Europe	1962
Netherlands	Europe	1967
Netherlands	Europe	1972
Netherlands	Europe	1977
Netherlands	Europe	1982
